hit wid src trg item work.seconds accept.time submit.time concurrent.hits corrected.work.seconds approval 
375VSR8FVW54YD8KC44DAO3NTINZR3	F0017	en	es	ad	1792	"2016-11-23 07:13:10"	"2016-11-23 07:43:02"	1	1792	Approved	
3EKTG13IZUZTW8EOSVHNGAYF8MGMLJ	F0017	en	es	ad	493	"2016-11-23 07:43:14"	"2016-11-23 07:51:27"	1	493	Approved	
3DFYDSXB2WW6EQVXYCWWR52HHJEUJH	F0009	en	es	ad	4557	"2016-11-23 08:25:00"	"2016-11-23 09:40:57"	1	4557	Submitted	
371Q3BEXDH5GZS8XRT4I0Y8JFK6ZSR	F0009	en	es	ad	2097	"2016-11-23 09:53:30"	"2016-11-23 10:28:27"	1	2097	Submitted	
375VSR8FVW54YD8KC44DAO3NTINZR3	F0009	en	es	ad	3333	"2016-11-23 10:55:15"	"2016-11-23 11:50:48"	1	3333	Submitted	
3ZICQFRS31ED04UBMLYQWR5M32KZZH	F0035	en	es	ad	1706	"2016-11-24 11:45:55"	"2016-11-24 12:14:21"	1	1706	Submitted	
32LAQ1JNT9L0STR2A6A0TBPQGOJUT7	F0007	en	es	ad	1542	"2016-11-24 12:24:33"	"2016-11-24 12:50:15"	1	1542	Submitted	
3XWUWJ18TLMFS66RAB0AY7BSZ1SUUY	F0045	en	es	ad	4843	"2016-11-24 03:31:22"	"2016-11-24 04:52:05"	1	4843	Submitted	
3D1TUISJWIWAJFBRGUBWF4NH44PUI5	F0027	en	es	ad	2085	"2016-11-23 06:29:00"	"2016-11-23 07:03:45"	1	2085	Approved	
3BAKUKE49H873HNC4TVLIUJBG3B1RH	F0027	en	es	ad	4852	"2016-11-23 07:35:11"	"2016-11-23 08:56:03"	1	4852	Approved	
3XUY87HIVPAD2QW9S7I2GND48R6MML	F0027	en	es	ad	1277	"2016-11-23 10:41:11"	"2016-11-23 11:02:28"	1	1277	Submitted	
34OWYT6U3WDCZNNOIJG5J803SLW9IF	F0027	en	es	ad	2256	"2016-11-24 04:04:24"	"2016-11-24 04:42:00"	1	2256	Submitted	
336OE47KI2GSXPKWA1PGCHY8YOCWVO	F0027	en	es	ad	1489	"2016-11-24 04:42:14"	"2016-11-24 05:07:03"	1	1489	Submitted	
3GMLHYZ0LETW9FQWKCXZ1SH5VP3UYW	F0027	en	es	ad	938	"2016-11-24 05:07:16"	"2016-11-24 05:22:54"	1	938	Submitted	
3U74KRR67MHNX37TD5YEFGXW8SQNT8	F0027	en	es	ad	1451	"2016-11-24 12:24:10"	"2016-11-24 12:48:21"	1	1451	Submitted	
32L724R85LGXRA3VZ8C25Y0IXR8PIO	F0027	en	es	ad	979	"2016-11-25 07:41:20"	"2016-11-25 07:57:39"	1	979	Submitted	
3QREJ3J433TY6KEL7J471X6BKLWKLW	F0027	en	es	ad	1553	"2016-11-25 07:57:47"	"2016-11-25 08:23:40"	1	1553	Submitted	
3J6BHNX0U9OOUKH6JWKMEPA0PGWKNY	F0027	en	es	ad	1055	"2016-11-25 08:23:47"	"2016-11-25 08:41:22"	1	1055	Submitted	
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	1473	"2016-11-23 07:07:36"	"2016-11-23 07:32:09"	1	1473	Rejected	
33W1NHWFYHHHESLCGT98A345H3KZTG	F0036	en	es	ad	832	"2016-11-23 07:32:17"	"2016-11-23 07:46:09"	2	416	Rejected	
3APP19WN71ABLDFVUODQEMWLM5G6GO	F0036	en	es	ad	2240	"2016-11-23 07:46:09"	"2016-11-23 08:23:29"	2	1120	Rejected	
3XBXDSS888F4QKDS62JWRREDFQ0XLE	F0004	en	es	ad	2018	"2016-11-23 05:31:19"	"2016-11-23 06:04:57"	1	2018	Approved	
33W1NHWFYHHHESLCGT98A345H3KZTG	F0004	en	es	ad	2842	"2016-11-23 09:19:14"	"2016-11-23 10:06:36"	1	2842	Submitted	
