rep_id,a_type,wid,hit,src,trg,item,sys,sid,rep_type,score_a,time_a,score_b,time_b
0,intra,F0025,30P8I9JKOIHYK65CE027MHLVERFV5D,en,es,ad,all,922,sys_sys,22,2484,47,2484
0,intra,F0011,3J06WJ78HNGFI0KRKRKKQFFUQBMVVG,en,es,ad,all,96,sys_sys,45,4303,44,4303
0,intra,F0018,3B286OTISEDMZHHZS7F5R4QNAEEJAI,en,es,ad,all,621,sys_sys,51,1955,54,1955
0,intra,F0008,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,456,sys_sys,57,3928,33,3928
0,intra,F0014,3KG2UQJ0MJKA5NF1W14JABM9NG5QN0,en,es,ad,all,558,sys_sys,46,3632,77,3632
0,intra,F0027,3BO3NEOQM0DQ46XTAPU5F3BNX1ZIAJ,en,es,ad,all,386,sys_sys,14,733,18,733
0,intra,F0008,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,980,sys_sys,15,3928,39,3928
0,intra,F0017,3MDKGGG61QJFQI11EOCXD5BACXFT67,en,es,ad,all,760,sys_sys,29,1913,11,1913
0,intra,F0031,3P888QFVX3QSN8FDXG4WP0MEEWPQO7,en,es,ad,all,891,sys_sys,77,4911,62,4911
0,intra,F0008,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,597,sys_sys,98,3928,95,3928
0,intra,F0013,3B286OTISEDMZHHZS7F5R4QNAEEJAI,en,es,ad,all,586,sys_sys,52,965,75,965
0,intra,F0030,37M4O367VJEFUJB3081GZL2IMU8M5J,en,es,ad,all,462,sys_sys,28,1211,74,1211
0,intra,F0031,3SV8KD29L4OIB9VPMKVG9CH9YQVKZX,en,es,ad,all,123,sys_sys,74,5332,73,5332
0,intra,F0001,3ABAOCJ4R804N5U1K0PJXWX9IQVQM0,en,es,ad,all,412,sys_sys,98,1258,100,1258
0,intra,F0001,3511RHPADVAKTORGX3D429SPE9HRLE,en,es,ad,all,705,sys_sys,79,806,62,806
0,intra,F0017,3O4VWC1GEW2MFWIEJS0V4WCH44N3J7,en,es,ad,all,782,sys_sys,17,1656,23,1656
0,intra,F0009,38G0E1M85M1F5LVRF1AFUTDBC4DVUR,en,es,ad,all,589,sys_sys,100,1978,100,1978
0,intra,F0022,35F6NGNVM8FYUIF6XYHPJJB678ZT76,en,es,ad,all,939,sys_sys,14,1433,66,1433
0,intra,F0023,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,522,sys_sys,100,2840,76,2840
0,intra,F0018,3B286OTISEDMZHHZS7F5R4QNAEEJAI,en,es,ad,all,987,sys_sys,74,1955,50,1955
0,intra,F0043,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,162,sys_sys,52,3791,99,3791
0,intra,F0001,3ZZAYRN1I6N5FO75EKYRU5X1XX9OTR,en,es,ad,all,483,sys_sys,99,3571,90,3571
0,intra,F0012,3J06WJ78HNGFI0KRKRKKQFFUQBMVVG,en,es,ad,all,173,sys_sys,70,3456,68,3456
0,intra,F0001,3KG2UQJ0MJKA5NF1W14JABM9NG5QN0,en,es,ad,all,351,sys_sys,78,2394,32,2394
0,intra,F0033,3ZZAYRN1I6N5FO75EKYRU5X1XX9OTR,en,es,ad,all,1041,sys_sys,34,2204,5,2204
0,intra,F0029,3NSM4HLQNRQV8KSTCTW0E5HETX7QQF,en,es,ad,all,1048,sys_sys,24,2531,25,2531
0,intra,F0022,3D5G8J4N5A0058G2FWK5PXR9TQ6VT0,en,es,ad,all,519,sys_sys,87,1234,57,1234
0,intra,F0024,32FESTC2NHMJ6CPROKFA41PMS1TCUE,en,es,ad,all,24,sys_sys,100,1380,100,1380
0,intra,F0002,3JGHED38EDNUB4E0744OR03LMAHY70,en,es,ad,all,672,sys_sys,93,3660,94,3660
0,intra,F0002,3JGHED38EDNUB4E0744OR03LMAHY70,en,es,ad,all,673,sys_sys,88,3660,84,3660
0,intra,F0038,3ZZAYRN1I6N5FO75EKYRU5X1XX9OTR,en,es,ad,all,309,sys_sys,98,1899,100,1899
0,intra,F0039,3HA5ODM5KAOZQ83NQWFFFSVNR7SVSB,en,es,ad,all,1048,sys_sys,65,1501,89,1501
0,intra,F0013,3B286OTISEDMZHHZS7F5R4QNAEEJAI,en,es,ad,all,922,sys_sys,89,965,78,965
0,intra,F0001,3O4VWC1GEW2MFWIEJS0V4WCH44N3J7,en,es,ad,all,109,sys_sys,31,811,63,811
0,intra,F0035,3HEM8MA6H98A88RECGHBE0R4O1LQPO,en,es,ad,all,285,sys_sys,75,3578,69,3578
0,intra,F0033,3ZZAYRN1I6N5FO75EKYRU5X1XX9OTR,en,es,ad,all,257,sys_sys,81,2204,52,2204
0,intra,F0031,389A2A304OE3QQDBQD1QFU1FCE90CN,en,es,ad,all,802,sys_sys,10,995,11,995
0,intra,F0035,3LAZVA75NINBVPDSV5EVTIOBYQC2O6,en,es,ad,all,866,sys_sys,74,1539,25,1539
0,intra,F0016,3MDKGGG61QJFQI11EOCXD5BACXFT67,en,es,ad,all,1000,sys_sys,99,5184,90,5184
0,intra,F0038,3VJ4PFXFJ33VDXST46JJY6ZYRWMUA3,en,es,ad,all,559,sys_sys,49,1211,43,1211
0,intra,F0001,302OLP89DZ3ZR3BTIFYJ40DSKWFAC9,en,es,ad,all,930,sys_sys,73,1691,95,1691
0,intra,F0008,3B9XR6P1WERRIRMRYLF1MFATSWZJBD,en,es,ad,all,676,sys_sys,92,3928,91,3928
0,intra,F0020,37M4O367VJEFUJB3081GZL2IMU8M5J,en,es,ad,all,876,sys_sys,100,1212,100,1212
0,intra,F0025,3QQUBC64ZEAUEKGDIFZB4JI2LNNXN8,en,es,ad,all,814,sys_sys,75,1194,73,1194
0,intra,F0017,3O4VWC1GEW2MFWIEJS0V4WCH44N3J7,en,es,ad,all,542,sys_sys,21,1656,14,1656
0,intra,F0005,35O6H0UNLSCPTB5IXBOOJTA1J495J3,en,es,ad,all,211,sys_sys,10,1386,93,1386
0,intra,F0021,3TZDZ3Y0JS21ZHRQACVZR9JHAFX19I,en,es,ad,all,592,sys_sys,63,4993,76,4993
0,intra,F0000,3L2OEKSTW96YBIJJH9WU50ZGXUNY8N,en,es,ad,all,382,sys_sys,34,424,46,424
0,intra,F0034,3QTFNPMJC6EJJFGSJXNW14YDTP5NZJ,en,es,ad,all,45,sys_sys,75,2297,75,2297
0,intra,F0027,3D5G8J4N5A0058G2FWK5PXR9TQ6VT0,en,es,ad,all,156,sys_sys,81,2060,45,2060
